SrNo,CensusCode,Load,VillageName
4078,547820,949.13,Sirner
4079,547825,1326.76,Sonak Pimpalgaon
4080,547854,657.53,Soundalgaon Kh.
4081,547880,660.88,Sukhapuri
4082,547842,1969.949419,Tadhadgaon
4083,547856,1353.42,Taka
4084,547827,90.45019608,Vasantnagar
4085,547778,546.4574497,Vitthalwadi
4086,547822,534.44,Wadi Lasura
4087,547815,73.73,Wadi Siradhon
4088,547864,1169.02,Wadigodri
4089,547883,680.57,Wadikalya
4090,547809,514.29,Waghalkheda
4091,547877,461.63,Walkeshwar
4092,547835,265.76,Walkheda
4093,547831,734.5641011,Zirpi
4094,547828,263.5458989,Zirpi Tanda
4095,547784,196.3599731,Zodegaon
4096,547933,246.6,Antarwala Bk.
4097,547901,858.258576,Antarwali Rathi
4098,547991,837.71,Antarwali Tembhi
4099,547920,423.7436842,Antarwalidai
4100,548004,389.53,Argadegavhan
4101,547916,720.8007394,Awalgaon Bk.
4102,547915,154.7392606,Awalgaon Kh.
4103,547971,1079.84,Bachegaon
4104,547964,269.8444939,Bahiregaon
4105,547992,1568.26,Banegaon
4106,547936,147.4551903,Belwadi
4107,548014,634.9,Bhadli Kh.
4108,547962,541.12,Bhadregaon
4109,547979,963.89,Bhaigavhan
4110,547946,600.5702334,Bhendala
4111,547945,476.4497666,Bhendala Tanda
4112,547995,1098.45,Bhoggaon
4113,547919,367.5300269,Bhutegaon
4114,547974,0,Bodkha    Bk.
4115,547952,975.4,Bolegaon
4116,547950,1206.02,Bondhalapuri
4117,547929,800.49,Bor Ranjani
4118,547958,556.97,Borgaon Kh.
4119,547905,1190.12,Chapadgaon
4120,547923,1131.43,Chitravadgaon
4121,547967,692.9469676,Dahalegaon
4122,547976,1769.706667,Dahegaon Devi
4123,547981,613.58,Dahigavhan Bk.
4124,547898,488.2281862,Daithana Bk.
4125,547984,193.9544122,Daithana Kh.
4126,547927,72.26322581,Deoli Ambad
4127,547926,100.0567742,Deoli Partur
4128,547954,1120.55,Devdi Hadgaon
4129,547972,467.92,Devhiwra
4130,547966,277.38,Devnagar
4131,547959,1089.67,Dhakephal
4132,547944,256.8631589,Dhanegaon
4133,547940,707.7748966,Donsi Bk.
4134,547939,46.04320161,Donsi Tanda No.1
4135,547941,31.45679839,Donsi Tanda No.2
4136,547980,733.3113324,Ekrukha
4137,547900,160.46,Gadhe Sawargaon
4138,547961,3022.2,Ghansawangi
4139,547968,530.5751034,Ghonsi Kh.
4140,547943,294.2247944,Guna Naik Tanda
4141,548012,1747.33,Gunj Bk.
4142,547914,1249.84,Guru Pimpari
4143,547937,902.03,Hatdi
4144,547947,732.0626426,Jamb Samarth
4145,547957,687.27,Jiradgaon
4146,547989,634.4,Jogladevi
4147,547986,593.8870775,Kandari Ambad
4148,547934,1066.123816,Kandari Partur
4149,547922,590.94,Karadgaon
4150,547999,420.5813201,Khadka
4151,547998,195.6686799,Khadkawadi
4152,547982,1000.48,Khalapuri
4153,547978,1053.09,Khapardevhiwra
4154,547942,613.9730723,Kothala Bk.
4155,547993,499.98,Kothi
4156,547904,598.5012334,Krishnanagar
4157,547921,233.16,Krishnapurwadi
4158,548003,2645.61,Kumbhar Pimpalgaon
4159,547956,200.6357507,Lamanwadi
4160,548007,556.69,Limbi
4161,548000,1241.02,Limboni
4162,547969,0,Machindranath  Chincholi
4163,547955,374.379059,Maherjavala
4164,547973,438.96,Mandala
4165,547996,987.76,Mangrul
4166,547913,1275.51,Mangu Jalgaon
4167,547935,1025.18,Masegaon
4168,547903,824.06,Menepuri
4169,547951,619.72,Mohpuri
4170,547899,321.92,Mudhegaon
4171,547997,400.58,Mudregaon
4172,547985,576.9,Murma
4173,548006,1698.53,Murti
4174,548010,1025.185544,Nagobachiwadi
4175,547911,983.06,Nipani Pimpalgaon
4176,547987,401.08,Paduli Bk.
4177,548001,528.2,Paduli Kh.
4178,547906,1774.86,Panewadi
4179,547931,164.9292034,Pangra
4180,547932,167.1807966,Pangra Tandi
4181,547930,1646.225506,Paradgaon
4182,548002,2184.223459,Pimparkhed Bk.
4183,547960,549.87,Pirgaibwadi
4184,547970,787.6,Rahera
4185,548009,2112.56,Raja Takli
4186,547953,994.1145797,Rajegaon
4187,548005,341.3504964,Rajurkarkotha
4188,547988,596.97,Ramasgaon
4189,547965,473.52,Ramgavhan Kh.
4190,547910,2193.578767,Rani Unchegaon
4191,547925,2366.84,Ranjani
4192,547924,194.2,Ranjaniwadi
4193,547912,745.19,Raona
4194,547938,906.34,Sakalgaon
4195,547908,823.68,Sarapgavhan
4196,547907,401.18,Shevgal
4197,547990,502.36,Shevta
4198,547909,924.37,Shindewadgaon
4199,548013,979.19,Shivangaon
4200,548008,736.8554203,Shripatdhamangaon
4201,547977,1328.7,Siddeshwar Pimpalgaon
4202,547975,957.41,Sindkhed
4203,547994,275.04,Soundalgaon Bk.
4204,547902,632.01,Talegaon
4205,547983,3357.09,Tirthpuri
4206,548011,579.22,Ukkadgaon
4207,547948,104.6572148,Viregavhan
4208,547949,356.9327852,Viregavhan Tanda
4209,547963,855.1506571,Wadi Ramasgaon
4210,547917,287.5415521,Yaval Pimpri
4211,547918,735.8384479,Yaval Pimpri Tanda
4212,547928,524.06,Yewala
4213,548087,451.2655697,Akoli
4214,548028,1085.51,Amba
4215,548062,632.17,Ananadwadi
4216,548105,431.55,Anandgaon
4217,548056,835.93,Angalgaon
4218,548099,0,Antarwala
4219,548082,558.82,Asangaon
4220,548093,4672.33,Ashti
4221,548024,997.12,Babai
4222,548023,581.72,Babultara
4223,548061,367.58,Bamni
4224,548102,190.9143114,Banachiwadi
4225,548086,513.05,Bramhanwadi
4226,548029,279,Bramhawadgaon
4227,548109,290.95,Changtpuri
4228,548041,1176.24,Chincholi
4229,548021,583.53,Dahifal Bhongane
4230,548075,546.4193429,Daithna Bk.
4231,548071,774.23,Daithna Kh.
4232,548049,622.88,Davla
4233,548088,58,Dhokmal Tanda
4234,548090,383.39,Dhonwadi
4235,548025,527.47,Dolhara
4236,548034,339.2286676,Eakrukha
4237,548016,443.64,Edlapur
4238,548044,280.5,Firozabad
4239,548055,362.42,Ganeshpur
4240,548110,696.86,Golegaon
4241,548059,454.71,Hanwadi
4242,548092,320.45,Hastur Tanda
4243,548070,791.0437551,Hatdi
4244,548097,139.2,Kanakwadi
4245,548019,180.4554839,Kandari
4246,548083,443.19,Karhala
4247,548026,777.94,Kawjawala
4248,548020,260.54,Khadki
4249,548065,1594.56,Khandvi
4250,548072,396.6452411,Khandviwadi
4251,548100,813.3,Kokate Hadgaon
4252,548037,916.58,Koregaon
4253,548106,107,Landakdara Tanda
4254,548085,381.15,Likhit Pimpri
4255,548084,671.96,Lingsa
4256,548104,738.33,Loni Kh.
4257,548040,736.0494362,Mapegaon Bk.
4258,548039,814.0605638,Mapegaon Kh.
4259,548027,464.67,Masla
4260,548079,908.52,Mavpatoda
4261,548035,440.42,Nagapur
4262,548022,195,Nandra
4263,548096,338.32,Palsi
4264,548081,608.66,Pandepokhari
4265,548089,461.71,Paratwadi
4266,548038,98.75917883,Pardhi
4267,548078,1489.013959,Patoda
4268,548095,362.42,Phulwadi
4269,548101,498.7701526,Pimpali Dhamangaon
4270,548018,362.2476915,Pimparkheda (Garad)
4271,548053,960.26,Pimprula Bk.
4272,548094,792.36,Raigavhan
4273,548063,364,Raipur
4274,548048,232.85,Raniwahegaon
4275,548046,893.85,Revalgaon
4276,548032,1316.65,Rohina Bk.
4277,548033,344.5459718,Rohina Kh.
4278,548045,797.1425503,Salgaon
4279,548107,615.1,Sankanpuri
4280,548098,1301.83,Satara Wahegaon
4281,548051,1703.42,Satona Bk.
4282,548050,3249.36,Satona Kh.
4283,548111,305.2,Sawangi Ganga Kinara
4284,548108,406.58,Sawargaon Bk.
4285,548057,1513.18,Shelgaon
4286,548068,120.1389797,Shelwada
4287,548060,751.4,Shewga
4288,548031,264.11,Shirdhar Jawala
4289,548074,1309.853519,Shrishti
4290,548076,388.0657956,Shrishti Tanda
4291,548066,1075.42,Singona
4292,548064,803.21,Sirasgaon
4293,548067,645.85,Soijana
4294,548080,581.11,Surumgaon
4295,548054,897.32,Takli Rangopant
4296,548058,326.84,Torna
4297,548052,1012.42,Usmanpur
4298,548047,161.97,Vondegaon
4299,548103,203.1856886,Wadarwadi
4300,548030,431.7391224,Wadhona
4301,548015,1229.09,Waghadi
4302,548091,277.7267408,Wahegaon Satara
4303,548073,543.52,Wahegaon Shrishti
4304,548036,197.5028241,Waijoda
4305,548069,705.44,Walkhed
4306,548042,1593.800222,Warphal
4307,548043,484.2897781,Warphalwadi
4308,548017,1748.802046,Watur
4309,548077,846.57,Yenora
4310,548195,977.53,Akani
4311,548174,595.9,Ambhoda Kadam
4312,548146,303.82,Ambhor Shelke
4313,548163,435.721943,Ambhora Jahagir
4314,548145,134.5561005,Andhwadi
4315,548218,402.01,Arda Khari
4316,548181,748.49,Arda Tolaji
4317,548210,207.94,Awalgaon
4318,548196,176.5049806,Barbada
4319,548122,494.83,Belora
4320,548113,7.15542522,Bhuwan
4321,548186,99,Bramhnath Tanda
4322,548226,6,Chandeshwar
4323,548144,45.40363777,Chikhali
4324,548129,360.01,Daha
4325,548141,772.69,Dahifal Khandare
4326,548160,996.02,Deogaon Khawate
4327,548211,335.42,Devthana Mantha
4328,548135,281.2314113,Devthana Uswad
4329,548168,414.8250194,Dhoksal
4330,548184,395.76,Dhonde Pimpalgaon
4331,548132,282.49,Dudha
4332,548126,303.07,Erandeshwar
4333,548167,96.16,Ganeshpur
4334,548143,123.27,Garteki Tanda
4335,548212,929.24,Georai
4336,548222,84,Gopegaon
4337,548192,114.9513927,Gulkhand
4338,548193,194.4561016,Gulkhand Tanda
4339,548138,209.6463622,Hanwat Kheda
4340,548220,231.27,Hatwan
4341,548204,1146.14,Helas
4342,548205,481.76,Helaswadi
4343,548198,585.6,Hiwarkheda
4344,548118,198.16,Incha
4345,548124,837.37,Jaipur
4346,548130,66.22,Jambharun
4347,548179,408.56,Jatkheda
4348,548134,351.76,Kanadi
4349,548190,477.03,Kanphodi
4350,548214,377.75,Karnawal
4351,548188,401.99,Kathala Bk.
4352,548189,353.5,Kathala Kh.
4353,548228,196.28,Kedarwakadi
4354,548151,304.93,Kehalwadgaon
4355,548209,978.89,Kendhali
4356,548213,278.9,Khari Arda
4357,548153,881.01,Khorad Sawangi
4358,548136,184.39,Khorwad
4359,548154,109.77,Kinkheda
4360,548131,302.9038995,Kirla
4361,548155,400.32,Kirtapur
4362,548156,32.84457478,Kirtapur Tanda
4363,548127,150.7,Kokarasa
4364,548115,215.84,Kokramba
4365,548182,421.5128734,Lawni
4366,548216,331.44,Limbewadgaon
4367,548133,336.84,Limbkheda
4368,548197,559.1,Limbona
4369,548150,351.15,Mahora
4370,548140,91.73,Malegaon
4371,548203,198.76,Malkini
4372,548159,71,Malsawangi
4373,548171,668.58,Maltondi
4374,548219,964.41,Mangrul
4375,548208,5189.84,Mantha
4376,548178,641.59,Meskheda
4377,548147,17.15,Mohdari
4378,548187,298.45,Mosa
4379,548201,133.94,Murumkheda
4380,548152,0,Naigaon  P. Bamhani
4381,548125,303.55,Naigaon P. Sevli
4382,548221,326.5,Nansi
4383,548157,236.06,Padlidudha
4384,548191,363.02,Pakni
4385,548166,1590.12,Palaskheda
4386,548170,62.05,Pandhurna
4387,548158,523.34,Pangra Gadadhe
4388,548183,464.8970066,Pangri (Gosavi)
4389,548172,350.6441187,Pangri Bk.
4390,548202,224.7229934,Pangri Kh.
4391,548217,716.7818056,Patoda Bk.
4392,548227,1532.098194,Patoda Kh.
4393,548148,424.9410203,Pewa
4394,548177,1045.657474,Pimparkheda Kharabe
4395,548121,168.14,Pokhai Kandhali
4396,548149,244.6,Pokhari Takle
4397,548176,257.44,Ramtirth
4398,548215,141.2,Ranmala
4399,548139,110.05,Saskheda
4400,548180,529.67,Sawargaon Wayal
4401,548123,456.47,Shivangiri
4402,548114,227.45,Sirpur
4403,548173,172.1258813,Sonunkarwadi
4404,548119,290.88,Takalkhopa
4405,548142,197.58,Talegaon
4406,548117,1331.8,Talni
4407,548200,127.86,Taltondi
4408,548207,484.15,Thengewadgaon
4409,548206,520.56,Tokwadi
4410,548128,46.77,Tupa
4411,548199,682.28,Umarkheda
4412,548137,521.42,Uswad (Devthana)
4413,548164,715.49,Vaidhywadgaon
4414,548223,971.5721053,Vidoli Bk.
4415,548224,448.4178947,Vidoli Kh.
4416,548116,752.2533333,Wadgaon Sarhadu
4417,548169,118.1371759,Wadhegaon (pandhurna)
4418,548120,56.00239487,Waghala
4419,548161,15.45271561,Waghoda
4420,548162,82.30488952,Waghoda Tanda
4421,548185,1348.19,Wai
4422,548225,415.15,Wanjola
4423,548165,57.88,Warud
4424,548194,196.4650805,Watur Tanda
4425,548112,620.96,Wazar Sarkate
4426,548175,216.73,Wirgavhan
4427,802759,9196.03,Bhokardan (M Cl)
4429,802761,6448.71,Ambad (M Cl)
4430,802762,7031.300821,Partur (M Cl)
4431,560571,380.07,Aari
4432,560920,1390.958928,Achwala
4433,560961,680.86,Adolwadi
4434,560925,427.2192256,Ajani
4435,560584,775.7607744,Ajani Bk.
4436,560390,281.67,Ajani Kh
4437,560526,479.4,Ajansonda Kh.
4438,560146,316,Akharwai
4439,560150,2371.75,Akoli
4440,560508,1359.272252,Algarwadi
4441,560620,2967.57,Almala
4442,560909,460.6023672,Ambanagar
4443,560930,466.77,Ambegaon
4444,560392,1194.561072,Ambegaon
4445,560787,90.88595687,Ambewadi Ambulga Bk.
4446,560741,63.84404313,Ambewadi Masalga
4447,560520,791.47,Ambulga
4448,560792,1563.24,Ambulga Bk.
4449,560742,2104.54,Ambulga Men
4450,560839,832.41,Ambulga (v)
4451,560272,469.32,Anandwadi
4452,560910,669.136026,Anandwadi
4453,560408,136.35,Anandwadi
4454,560728,246.8386853,Anandwadi
4455,560666,267.3076977,Anandwadi
4456,560488,923.7443746,Anandwadi
4457,560358,248.87,Anandwadi
4458,560195,5,Anandwadi
4459,560563,289.5813147,Anandwadi
4460,560788,626.011581,Anandwadi Ambulga Bk.
4461,560838,134.4972981,Anandwadi (a.v.)
4462,560732,88.36500419,Anandwadi (gaur)
4463,560836,225.9069052,Anandwadi (ha.)
4464,560824,150.7930948,Anandwadi (je.)
4465,560745,252.118419,Anandwadi (sk.)
4466,560902,468.993974,Anantwadi
4467,560944,36.96,Anapwadi
4468,560229,642.81,Andalgaon
4469,560297,977.9,Andhori.
4470,560606,1051.38,Andora
4471,560494,42.42,Anjansoda Bk.
4472,560589,775.65,Ankulga (Rani)
4473,560581,649.6156024,Ankulga (Syed)
4474,560767,1342.75,Ansarwada
4475,560657,471.12,Apchunda
4476,560238,1158.37,Arajkheda
4477,560941,502.69,Arasnal
4478,560210,492.7,Arvi (CT)
4479,560694,3672.43,Ashiv
4480,560518,2484.283404,Ashta
4481,560283,319.15,Asrachiwadi
4482,560448,537.19,Atnoor
4483,560527,911.66,Atola
4484,560878,664.69,Aundha
4485,560812,4178.19,Aurad (sha)
4486,560641,1045.855191,Ausa [rural]
4487,561008,908.47,Avalkonda
4488,560409,1125.188297,Babaldara
4489,560168,3176.48,Babhalgaon
4490,560877,1553.04,Badur
4491,560590,702.06,Bakali
4492,560832,529.1658824,Bamni
4493,561030,640.6941176,Bamni
4494,560187,602.74,Bamni
4495,560702,823.73,Banegaon
4496,560524,421.56,Bansawargaon
4497,561021,850.17,Banshelki
4498,560602,1258.85,Barhanpur
4499,560845,112.5,Barmachiwadi
4500,560536,10,Basawnal
4501,560780,589.31,Baspur
4502,560163,968.58,Baswantpur
4503,560938,604.59,Batanpur
4504,560535,218.76,Bawalgaon
4505,560233,896.95,Bawchi
4506,560466,496.4926685,Belgaon
4507,560680,1091.829917,Belkund
4508,560454,318.71,Belsangvi
4509,561033,396.39,Belshakarga
4510,560382,597.42,Belur
4511,560802,577.51,Bendga
4512,560578,412.8597824,Bevanal
4513,560579,247.5102176,Bevanalwadi
4514,560603,4741.05,Bhada
4515,560196,1365.062319,Bhadgaon
4516,560188,1058.66,Bhadi
4517,560493,275.0679317,Bhakarwadi
4518,560996,856,Bhakaskheda
4519,560253,893.37,Bhandarwadi
4520,560654,538.8357519,Bhangewadi
4521,560189,3252.19,Bhatangali
4522,560191,2375.77,Bhatkheda
4523,560525,639.48,Bhatsangvi
4524,560593,2517.82,Bheta
4525,560582,949.31,Bhingoli
4526,560215,1676.75,Bhokaramba
4527,560914,368.79,Bhopani
4528,560089,4978.04,Bhosa
4529,560106,928.13,Bhoyara
4530,560139,2135.881935,Bhuisamudraga
4531,560628,808.14,Bhusani
4532,560371,565.1,Bhutekarwadi
4533,560846,47.5,Bhutmugli
4534,560591,556.26,Bibral
4535,560209,616.1833959,Bindgihal
4536,560618,1645.68,Birawali
4537,560255,1469.89,Bitargaon
4538,560393,292.9,Bodkha
4539,560120,4859.51,Bodkha
4540,560208,1073,Bokangaon
4541,560537,690.293407,Bolegaon
4542,560932,545.1359429,Bolegaon
4543,560550,929.9725413,Bolegaon Bk.
4544,560849,337.2347532,Bolegaon Kh.
4545,560903,191.92,Bombali Bk.
4546,560906,534.55,Bombli Kh
4547,560108,1495.62,Bopala
4548,560604,1655.8,Borgaon
4549,560985,1153.497184,Borgaon Bk.
4550,560101,1572.07,Borgaon Bk.
4551,560504,478.11,Borgaon Bk.
4552,560458,755.2494095,Borgaon Kh.
4553,560330,316.67,Borgaon Kh.
4554,560203,1939.97,Bori
4555,560928,62.24509329,Borol
4556,560642,2777.53,Borphal
4557,560816,1624.24,Borsuri
4558,560817,247.47,Borsuriwadi
4559,561011,300.23,Bortal Tanda
4560,560158,934.9359682,Borwati
4561,560512,1049.88,Bothi
4562,560797,514.21,Botkul
4563,560952,97.7,Boyachiwadi
4564,560495,45.6217104,Brahamwadi
4565,560367,453.9094864,Brahmapuri
4566,560351,371.77,Brahmawadi
4567,560235,89.02540925,Brahmawadi
4568,560471,61.2282896,Bramhawadi
4569,560622,7496.876213,Budhada
4570,560753,336.02,Bujrugwadi
4571,560510,6212.157748,Chakur
4572,560659,976.42,Chalburga
4573,560551,527.45,Chamarga
4574,560990,336.8842001,Chandegaon
4575,560179,918.59,Chandeshwar
4576,560865,706.04,Chandori
4577,560866,215.3052468,Chandoriwadi
4578,560813,361.15,Channachiwadi
4579,560492,1902.107424,Chapoli
4580,560105,1910.82,Chata
4581,560211,911.77,Chatgaon
4582,560501,112.29,Chavlewadi
4583,560891,325.18,Chawan Hipparga
4584,560420,959.88,Chera
4585,560795,585.630791,Chichondi
4586,561002,576.1251571,Chighali
4587,560298,886.12,Chikhali
4588,560186,1960.469559,Chikhal Thana
4589,560145,1929.16,Chikhurda
4590,560346,395.59,Chilkha
4591,560873,1065.77,Chilwantwadi
4592,560955,475.67,Chimachiwadi
4593,560447,467.5295667,Chincholi
4594,560130,4983.210206,Chincholi Ballalnath
4595,560843,578.8755872,Chincholi (bha)
4596,560704,1021.255098,Chincholi Jo
4597,560690,1590.62,Chincholi Kajale
4598,560730,2424.16,Chincholi (pan)
4599,560148,1925.195575,Chincholi Rao
4600,560155,485.2,Chincholi Raowadi
4601,560850,624.5277231,Chincholi (s)
4602,560681,704.9,Chincholi Son
4603,560674,1752.64,Chincholi Tapse
4604,560978,362.12,Chondi
4605,560396,437.99,Chopali
4606,560765,605.5,Dadgi
4607,560729,469.4744128,Dagadwadi
4608,560300,180.8,Dagadwadi
4609,560206,270.74,Dagadwadi
4610,560555,860.43,Daithana
4611,560725,216.3,Dangewadi
4612,560964,344.4720465,Dangewadi
4613,560685,908.93,Dapegaon
4614,560760,760.4175496,Dapka
4615,560476,736.89,Dapkyal
4616,560894,274.15,Darewadi
4617,560236,1349.63,Darji Borgaon
4618,560968,402.92,Daul (H)
4619,560671,1140.578857,Dautpur
4620,561000,591.82,Dawangaon
4621,560223,953.85,Dawangaon
4622,560908,1167.67,Dawan Hipparga
4623,560922,2084.79,Deoni Bk.
4624,560977,501.49,Deulwadi
4625,560540,1359.7037,Devangra
4626,560541,311.0362996,Devangrawadi
4627,560929,893.25,Devani Kh
4628,560290,418.1,Devkara
4629,560655,704.4328584,Dewanga
4630,561003,1476.83,Dewarjan
4631,560984,110.14,Dhadaknal
4632,560103,1359.57,Dhakani
4633,560327,830.01,Dhalegaon
4634,560424,884.0954464,Dhamangaon
4635,560548,853.0745536,Dhamangaon
4636,560200,970.5897936,Dhanegaon
4637,560904,535.16,Dhanegaon
4638,560897,383.49,Dhangarwadi
4639,560627,699.7028891,Dhanora
4640,560833,875.7671109,Dhanora
4641,560310,349.78,Dhanora Bk.
4642,560402,559.85,Dhanora Kh.
4643,560152,499.12,Dhanori
4644,560886,114.3164884,Dharmapuri
4645,560317,807.09,Dhaswadi
4646,560289,800.85,Dhaweli
4647,560723,176.7962856,Dhobalewadi
4648,560128,1036.97,Dhoki
4649,561034,761.1129901,Dhondi Hipparga
4650,560445,47.71344828,Dhondwadi (Ghonsi)
4651,560428,342.93,Dhorsangvi
4652,560939,265.64,Dhotarwadi
4653,560553,948.04,Dighol
4654,560218,369.61,Dighol Deshmukh
4655,560219,1887.78,Dighol Deshpande
4656,560991,769.11,Digras
4657,560126,674.42,Dindegaon
4658,560276,428.9,Divegaon
4659,560423,218.94,Domgaon
4660,560917,191.8865517,Dongarewadi
4661,560442,318.54,Dongargaon
4662,560580,555.7937144,Dongargaon (Bori)
4663,560858,341.69,Dongargaon [ha.]
4664,560971,422.14,Dongarshelki
4665,560531,479.91,Dongraj
4666,560773,132.5,Dukrewadi
4667,560104,1170.82,Ekurga
4668,560459,180.0683507,Ekurka Kh.
4669,560966,429.9155352,Ekurka Road
4670,560575,140.7787674,Fakranpur
4671,560243,1813.32,Faradpur
4672,560644,211.6448087,Fattepur
4673,560385,215.3635924,Fattepur
4674,560807,47.5,Fattewadi
4675,560398,98.09728028,Gadewadi
4676,560116,5077.78,Gadhawad
4677,560672,686.34,Gadhawewadi
4678,560569,630.39,Ganeshwadi
4679,560325,1218.86,Gangahipparga
4680,560995,414.57,Gangapur
4681,560177,3146.33,Gangapur
4682,560716,733.1179513,Ganjankheda
4683,560481,1246.13,Ganjur
4684,560122,798.09,Ganjur
4685,560482,554.5044951,Ganjurwadi
4686,560239,1124.77,Garsuli
4687,560143,2845.738065,Gategaon
4688,560936,667.0640571,Gaundgaon
4689,560731,1750.91,Gaur
4690,560264,1015.81,Gavhan
4691,560449,160.39,Gawhan
4692,560259,4834.68,Ghansargaon
4693,560485,2937.146141,Gharni
4694,560484,1035.35,Gharola
4695,560444,1089.76,Ghonsi
4696,560587,242.91,Ghugi (Sangvi)
4697,560783,206.3,Girakchal
4698,560278,610.63,Godhala
4699,560131,856.0914416,Gondegaon
4700,560633,1145.992748,Gondri
4701,560703,889.93,Gotewadi
4702,560369,268.9,Gothala
4703,560776,25,Govindnagarwadi
4704,560715,693.909241,Gubal
4705,560294,275.8127197,Gudalewadi
4706,560973,1560.65,Gudsur
4707,560343,520.76,Gugdal
4708,560679,1626.89,Gulkheda
4709,560097,1366.654425,Gumphawadi
4710,560744,171.19,Gunewadi
4711,560801,766.92,Gunjarga
4712,560302,542.92,Gunjoti
4713,560887,756.58,Gurdhal (her)
4714,561025,434.93,Gurdhal (udgir)
4715,560758,621.98,Gurhal
4716,560934,739.65,Gurnal
4717,560452,809.33,Gutti
4718,560751,1810.598729,Hadga
4719,560464,496.8351711,Hadoli
4720,560837,1101.08,Hadoli
4721,560407,2199.43,Hadolti
4722,560342,837.38,Hagdal
4723,560799,774.0563214,Hagranga
4724,560998,394.47,Haibatpur
4725,560847,118.73,Haidarwadi
4726,561006,476.67,Haknakwadi
4727,560439,420.62,Halad Wadhavana
4728,560601,313.31,Haldurg
4729,560808,2156.061271,Halgara
4730,560473,774.2332625,Hali Kh
4731,560574,916.37,Halki
4732,560883,529.22,Hallali
4733,560957,1047.55,Halli
4734,560363,548.93,Halni.
4735,560856,721.4,Halsi [ha]
4736,560810,1527.31,Halsi Tugaon
4737,560165,687.7227824,Hanamantwadi
4738,560923,525.6655924,Hanchanal
4739,560790,154.6617391,Hanchnal
4740,560960,1252.9,Handarguli
4741,560857,261.89,Handral
4742,560406,332.0236786,Hangarga
4743,560947,278.83,Hangarga Kudar
4744,560486,771.92,Hanmant Jawalga
4745,560793,569.4687192,Hanmantwadi
4746,561004,537.52,Hanmantwadi
4747,560509,396.730509,Hanmantwadi
4748,560841,312.2463054,Hanmantwadi [a.v.]
4749,560840,88.27001715,Hanmantwadi [ha]
4750,560798,426.4799829,Hanmantwadi Halgara
4751,560740,182.7783251,Hanmantwadi [mugaon]
4752,560261,393.25,Hanumantwadi
4753,560173,1032.47,Harangul  Bk
4754,560161,17166.85,Harangul Kh.
4755,560701,957.6061143,Haregaon
4756,560851,1548.4,Harijawalga
4757,560266,1128.244816,Harwadi
4758,560623,326.25,Hasala
4759,560713,3131.826442,Hasalgan
4760,560372,544.42,Hasarni
4761,560634,1292.5,Hasegaon
4762,560649,1226.646868,Hasegaon Wadi
4763,560854,1114.3,Hasori Bk.
4764,560853,467.6,Hasori Kh.
4765,560521,229.18,Hatkarwadi
4766,560676,486.0830494,Hatkarwadi
4767,560497,294.6668969,Hatkarwadi
4768,560860,813.2,Hattarga [halsi]
4769,560426,292.82,Hawarga
4770,560901,916.84,Helamb
4771,560951,1870.02,Her
4772,560379,714.81,Himppalgaon
4773,560291,183.15,Hingangaon
4774,560487,7.5,Hipalner
4775,560546,1260.06,Hippalgaon
4776,560688,1612.66,Hipparga
4777,560969,436.1970099,Hipparga (D)
4778,560361,1146.57,Hipparga Kajal
4779,560312,653.43,Hipparga (Kopdev)
4780,560626,826.26,Hippar Soga
4781,560592,1461.38,Hisamabad
4782,560900,751.78,Hisamnagar
4783,560100,1004.45,Hisori
4784,560416,520.2,Hokarna
4785,560631,770.54,Holi
4786,560916,299.7777071,Honali
4787,560491,570.81,Honali
4788,560945,151.52,Honihipparga
4789,560585,358.9874587,Honmal
4790,560796,1114.71,Hosur
4791,560280,1334.803645,Hoti
4792,560237,620.72,Indarthana
4793,560933,184.18,Indral
4794,560896,229.63,Ismailwadi
4795,560948,180.41,Ismalpur
4796,560221,1312.336355,Itti
4797,560422,1023.41,Jagalpur Bk.
4798,560479,825.34,Jagalpur Kh.
4799,560652,653.11,Jainagar
4800,560756,1094.38,Jajnur
4801,561023,595.9430746,Jaknal
4802,560431,2778.81,Jalkot
4803,560625,322.9520591,Jamalpur
4804,560373,192.8956635,Jamb
4805,560803,611.43,Jamga
4806,561027,228.6649067,Janapur
4807,560470,2814.98,Janwal
4808,560465,1115.40671,Jathala
4809,560726,836.6001175,Jau
4810,560665,974.1492359,Jauwadi
4811,560119,1378.01,Jawala Bk.
4812,560376,703.07,Jawalga
4813,560267,1536.930958,Jawalga
4814,560898,632.3312488,Jawalga
4815,560673,1513.44,Jawalga P D
4816,560661,1099.225466,Jawli
4817,560607,1187.96,Jayphal
4818,560137,2192.47,Jewali
4819,560823,738.72,Jewari
4820,560425,139.04,Jirga
4821,560564,378.35,Jogyal
4822,560736,57.98051364,Jotwadi
4823,560534,871.78,Kabansangvi
4824,560284,1617.758674,Kadepur
4825,560474,753.904673,Kadmuli
4826,560583,321.96,Kalamgaon
4827,560778,496.69,Kalandi
4828,560357,454.58,Kalegaon
4829,560258,585.48,Kalewadi
4830,560505,386.93,Kalkoti
4831,560970,473.6707762,Kallur
4832,560596,1103.7,Kalmata
4833,560868,685.8,Kalmugali
4834,560918,357.4031326,Kamalwadi
4835,560874,260.13,Kamalwadi
4836,560888,597.5642833,Kamaroddinpur
4837,560570,596.0222769,Kambalga
4838,560245,483.45,Kamkheda
4839,560777,152.5,Kamshetwadi
4840,560771,219.4571193,Kamshetwadi
